flat_url,image_url,image_name
https://www.house.kg/details/45372696697574c41fcf5-55334373,https://clck.ru/3AQXYx,7d1c9e713b0e442c4491ea9567f04061_1200x900.jpg
https://www.house.kg/details/109861966ace6d4318fc6-60300631,https://clck.ru/3AQXYx,6a63d0a50e87596dd34acd945683f51e_1200x900.jpg
https://www.house.kg/details/219910866ac6fe91a4007-92755268,,
https://www.house.kg/details/1144917668cebe3584e94-00544324,,
https://www.house.kg/details/556795766a629c96613a0-19448943,,
https://www.house.kg/details/233731966a5f9fc250107-47263392,,
https://www.house.kg/details/713193266a4c81c323f49-49623343,,
https://www.house.kg/details/404237566a4b80ca1ac85-12160484,,
https://www.house.kg/details/88420466a4a73fa0cf82-10420195,,
https://www.house.kg/details/410361366a395fed77fe3-60759759,,
https://www.house.kg/details/463058866a1fb8013c8a9-52530102,,
https://www.house.kg/details/128373166a3861451aae1-45676507,,
https://www.house.kg/details/8215948654cc479df0175-48031450,,
https://www.house.kg/details/807319666969275683e73-63531535,https://clck.ru/3AQXYx,662da33b139046bd6d513a0416a46fc8_1200x900.jpg
https://www.house.kg/details/74154886678e9fa23e925-37343342,,
https://www.house.kg/details/528010966a0e260ce5521-57170237,,
https://www.house.kg/details/7693336666a72f2a20a55-88602108,,
